"Site","Latitude","Longitude","Year","Date","Depth_ft","Transect","Classcode","Amount","Size","Distance"
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Slender Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Blood Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Dungeness Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Kelp Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Kelp Crab (Juvenile)",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Large Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Leather Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Mottled Star",23,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Ochre Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Orange Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Piddock Clam",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Pinto Abalone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Plumose Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Purple Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Rainbow Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Red Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Rock Crab",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Rock Scallop",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Short Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Slender Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,5,6,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Blood Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Dungeness Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Kelp Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Kelp Crab (Juvenile)",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Large Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Leather Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Mottled Star",34,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Ochre Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Orange Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Piddock Clam",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Pinto Abalone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Plumose Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Purple Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Rainbow Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Red Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Rock Crab",62,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Rock Scallop",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Short Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Slender Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21.5,1,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Blood Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Dungeness Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Kelp Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Kelp Crab (Juvenile)",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Large Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Leather Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Mottled Star",40,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Ochre Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Orange Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Piddock Clam",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Pinto Abalone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Plumose Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Purple Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Rainbow Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Red Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Rock Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Rock Scallop",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Short Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Slender Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,21,2,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Blood Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Dungeness Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Kelp Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Kelp Crab (Juvenile)",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Large Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Leather Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Mottled Star",24,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Ochre Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Orange Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Piddock Clam",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Pinto Abalone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Plumose Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Purple Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Rainbow Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Red Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Rock Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Rock Scallop",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Short Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Slender Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,17.5,3,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Blood Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Dungeness Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Kelp Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Kelp Crab (Juvenile)",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Large Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Leather Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Mottled Star",27,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Ochre Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Orange Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Piddock Clam",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Pinto Abalone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Plumose Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Purple Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Rainbow Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Red Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Rock Crab",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Rock Scallop",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Short Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Slender Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,4,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Blood Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Dungeness Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Kelp Crab",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Kelp Crab (Juvenile)",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Large Anemone",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Leather Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Mottled Star",40,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Ochre Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Orange Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Piddock Clam",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Pinto Abalone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Plumose Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Purple Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Rainbow Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Red Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Rock Crab",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Rock Scallop",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Short Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Slender Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,8,5,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Blood Star",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Dungeness Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Kelp Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Kelp Crab (Juvenile)",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Large Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Leather Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Mottled Star",21,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Ochre Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Orange Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Piddock Clam",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Pinto Abalone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Plumose Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Purple Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Rainbow Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Red Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Rock Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Rock Scallop",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Short Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Slender Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-01-27,11,6,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Blood Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Dungeness Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Kelp Crab",3,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Kelp Crab (Juvenile)",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Large Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Leather Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Mottled Star",32,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Ochre Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Orange Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Piddock Clam",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Pinto Abalone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Plumose Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Purple Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Rainbow Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Red Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Rock Crab",2,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Rock Scallop",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Short Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Slender Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,1,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"Blood Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"Dungeness Crab",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"Kelp Crab",5,NA,30
"Sirens of Spring",47.618148,-122.360893,2025,2025-08-29,23.5,2,"Kelp Crab (Juvenile)",1,NA,30
